mlb,verifeid_photo,pegar_foto,marca_dagua,texto_na_foto,path_file_photo
MLB2156910529,False,False,False,False,MLB2156910529_PHOTOID941302-MLB49089076195_022022_4.jpg
MLB2157781148,False,False,False,False,MLB2157781148_PHOTOID662542-MLB49868325731_052022_4.jpg
MLB2157781148,False,False,False,False,MLB2157781148_PHOTOID673244-MLB49868325729_052022_1.jpg
MLB2157781148,False,False,False,False,MLB2157781148_PHOTOID735864-MLB49868325730_052022_3.jpg
MLB2157781148,False,False,False,False,MLB2157781148_PHOTOID790376-MLB49868325728_052022_0.jpg
MLB2157781148,False,False,False,False,MLB2157781148_PHOTOID924311-MLB49868325727_052022_2.jpg
MLB2157800693,False,False,False,False,MLB2157800693_PHOTOID632195-MLB53267829133_012023_2.jpg
MLB2157800693,False,False,False,False,MLB2157800693_PHOTOID642666-MLB53267829131_012023_3.jpg
MLB2157800693,False,False,False,False,MLB2157800693_PHOTOID710867-MLB53267829130_012023_0.jpg
MLB2157800693,False,False,False,False,MLB2157800693_PHOTOID729712-MLB53267829132_012023_1.jpg
MLB2157800693,False,False,False,False,MLB2157800693_PHOTOID895784-MLB53267829134_012023_4.jpg
MLB2157804614,False,False,False,False,MLB2157804614_PHOTOID622202-MLB53267812838_012023_3.jpg
MLB2157804614,False,False,False,False,MLB2157804614_PHOTOID641559-MLB53267812834_012023_4.jpg
MLB2157804614,False,False,False,False,MLB2157804614_PHOTOID717292-MLB53267812835_012023_2.jpg
MLB2157804614,False,False,False,False,MLB2157804614_PHOTOID800559-MLB53267812837_012023_0.jpg
MLB2157804614,False,False,False,False,MLB2157804614_PHOTOID823910-MLB53267812836_012023_1.jpg
MLB2157808246,False,False,False,False,MLB2157808246_PHOTOID624382-MLB69991373190_062023_0.jpg
MLB2157808246,False,False,False,False,MLB2157808246_PHOTOID678069-MLB69991373196_062023_3.jpg
MLB2157808246,False,False,False,False,MLB2157808246_PHOTOID840163-MLB69991373194_062023_2.jpg
MLB2157808246,False,False,False,False,MLB2157808246_PHOTOID912002-MLB69991373192_062023_1.jpg
MLB2157808246,False,False,False,False,MLB2157808246_PHOTOID932569-MLB69991373188_062023_4.jpg
MLB2157819374,False,False,False,False,MLB2157819374_PHOTOID691786-MLB49864818530_052022_4.jpg
MLB2157819374,False,False,False,False,MLB2157819374_PHOTOID698548-MLB49864818528_052022_3.jpg
MLB2157819374,False,False,False,False,MLB2157819374_PHOTOID703063-MLB49864818529_052022_2.jpg
MLB2157819374,False,False,False,False,MLB2157819374_PHOTOID750343-MLB49864818527_052022_1.jpg
MLB2157819374,False,False,False,False,MLB2157819374_PHOTOID999170-MLB49864818526_052022_0.jpg
MLB2157874448,False,False,False,False,MLB2157874448_PHOTOID645855-MLB53267828579_012023_3.jpg
MLB2157874448,False,False,False,False,MLB2157874448_PHOTOID739192-MLB53267828576_012023_0.jpg
MLB2157874448,False,False,False,False,MLB2157874448_PHOTOID770272-MLB53267828580_012023_4.jpg
MLB2157874448,False,False,False,False,MLB2157874448_PHOTOID778655-MLB53267828578_012023_2.jpg
MLB2157874448,False,False,False,False,MLB2157874448_PHOTOID885428-MLB53267828577_012023_1.jpg
MLB2160638580,False,False,False,False,MLB2160638580_PHOTOID772540-MLB53267807838_012023_1.jpg
